r_1,x_1,r_2,T,gamma_1,gamma_2
1.4311,0.21,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.22,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.23,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.24,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.25,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.26,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.27,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.28,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.29,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.3,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.31,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.32,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.33,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.34,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.35,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.36,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.37,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.38,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.39,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.4,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.41,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.42,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.43,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.44,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.45,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.46,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.47,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.48,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.49,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.5,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.51,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.52,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.53,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.54,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.55,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.56,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.57,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.58,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.59,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.6,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.61,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.62,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.63,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.64,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.65,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.66,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.67,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.68,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.69,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.7,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.71,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.72,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.73,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.74,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.75,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.76,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.77,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.78,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.79,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.8,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.81,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.82,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.83,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.84,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.85,4.0464,327.6347,0.066349381,1.809858031
1.4311,0.86,4.0464,327.7978,0.058316077,1.856821291
1.4311,0.87,4.0464,327.9911,0.050740642,1.904835146
1.4311,0.88,4.0464,328.2195,0.043634037,1.953926503
1.4311,0.89,4.0464,328.4887,0.037016362,2.004119756
1.4311,0.9,4.0464,328.8056,0.030888016,2.055444656
1.4311,0.91,4.0464,329.1783,0.025268057,2.107922093
1.4311,0.92,4.0464,329.6166,0.020175107,2.161574371
1.4311,0.93,4.0464,330.1322,0.015607566,2.216421357
1.4311,0.94,4.0464,330.7395,0.011592546,2.272472217
1.4311,0.95,4.0464,331.4561,0.008136806,2.329733225
1.4311,0.96,4.0464,332.3039,0.00526611,2.388203
1.4311,0.97,4.0464,333.3105,0.002995509,2.447844938
1.4311,0.98,4.0464,334.5107,0.00134909,2.508631314
1.4311,0.99,4.0464,335.9493,0.000339942,2.570487838
1.4311,1.0,4.0464,337.6848,0.0,2.633305103
4.0464,0.0,1.4311,337.6848,2.633305103,0.0
4.0464,0.01,1.4311,335.9493,2.570487838,0.000339942
4.0464,0.02,1.4311,334.5107,2.508631314,0.00134909
4.0464,0.03,1.4311,333.3105,2.447844938,0.002995509
4.0464,0.04,1.4311,332.3039,2.388203,0.00526611
4.0464,0.05,1.4311,331.4561,2.329733225,0.008136806
4.0464,0.06,1.4311,330.7395,2.272472217,0.011592546
4.0464,0.07,1.4311,330.1322,2.216421357,0.015607566
4.0464,0.08,1.4311,329.6166,2.161574371,0.020175107
4.0464,0.09,1.4311,329.1783,2.107922093,0.025268057
4.0464,0.1,1.4311,328.8056,2.055444656,0.030888016
4.0464,0.11,1.4311,328.4888,2.004119756,0.037016362
4.0464,0.12,1.4311,328.2195,1.953926503,0.043634037
4.0464,0.13,1.4311,327.9911,1.904835146,0.050740642
4.0464,0.14,1.4311,327.7978,1.856821291,0.058316077
4.0464,0.15,1.4311,327.635,1.809858031,0.066349381
4.0464,0.16,1.4311,327.5518,0.055075134,1.998466003
4.0464,0.17,1.4311,327.5518,0.055075134,1.998467359
4.0464,0.18,1.4311,327.5518,0.055075134,1.998468714
4.0464,0.19,1.4311,327.5518,0.055075134,1.998468714
4.0464,0.2,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.21,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.22,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.23,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.24,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.25,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.26,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.27,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.28,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.29,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.3,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.31,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.32,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.33,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.34,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.35,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.36,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.37,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.38,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.39,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.4,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.41,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.42,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.43,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.44,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.45,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.46,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.47,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.48,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.49,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.5,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.51,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.52,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.53,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.54,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.55,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.56,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.57,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.58,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.59,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.6,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.61,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.62,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.63,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.64,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.65,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.66,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.67,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.68,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.69,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.7,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.71,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.72,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.73,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.74,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.75,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.76,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.77,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.78,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.79,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.8,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.81,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.82,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.83,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.84,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.85,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.86,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.87,1.4311,327.5518,0.055075134,1.99847007
4.0464,0.88,1.4311,327.6553,0.052734755,2.014775012
4.0464,0.89,1.4311,328.0691,0.044896881,2.072421962
4.0464,0.9,1.4311,328.5806,0.03758476,2.131328098
4.0464,0.91,1.4311,329.2138,0.030829839,2.191365223
4.0464,0.92,1.4311,330.0002,0.024653587,2.252324949
4.0464,0.93,1.4311,330.9822,0.019086685,2.31389094
4.0464,0.94,1.4311,332.2174,0.014159283,2.375556705
4.0464,0.95,1.4311,333.7872,0.009910726,2.436582627
4.0464,0.96,1.4311,335.8084,0.006369671,2.495797133
4.0464,0.97,1.4311,338.4561,0.003583571,2.55142758
4.0464,0.98,1.4311,342.0031,0.001588737,2.600650571
4.0464,0.99,1.4311,346.8984,0.000389924,2.638871598
4.0464,1.0,1.4311,353.9317,0.0,2.658397665
2.5755,0.0,3.0923,383.829,1.73885435,0.0
2.5755,0.01,3.0923,378.626,1.716752118,0.000239971
2.5755,0.02,3.0923,374.568,1.688855194,0.00096953
2.5755,0.03,3.0923,371.3275,1.657101728,0.002187605
2.5755,0.04,3.0923,368.6909,1.622814052,0.003892415
2.5755,0.05,3.0923,366.5118,1.586910055,0.006071531
2.5755,0.06,3.0923,364.6872,1.550044532,0.008711941
2.5755,0.07,3.0923,363.1426,1.512680286,0.011800104
2.5755,0.08,3.0923,361.8226,1.475154237,0.015322016
2.5755,0.09,3.0923,360.6854,1.437716772,0.019263266
2.5755,0.1,3.0923,359.6986,1.400542374,0.023618866
2.5755,0.11,3.0923,358.8368,1.36376497,0.028363914
2.5755,0.12,3.0923,358.0801,1.327480755,0.033483131
2.5755,0.13,3.0923,357.4121,1.291758382,0.038970682
2.5755,0.14,3.0923,356.8197,1.256643999,0.044810829
2.5755,0.15,3.0923,356.2922,1.222171204,0.051006753
2.5755,0.16,3.0923,355.8206,1.188364628,0.057532788
2.5755,0.17,3.0923,355.3974,1.155232039,0.064382259
2.5755,0.18,3.0923,355.0164,1.122781187,0.07155758
2.5755,0.19,3.0923,354.6723,1.09101685,0.079042207
2.5755,0.2,3.0923,354.3605,1.059926899,0.08682886
2.5755,0.21,3.0923,354.0773,1.029512269,0.094919194
2.5755,0.22,3.0923,353.8192,0.999760177,0.103296387
2.5755,0.23,3.0923,353.5834,0.970661486,0.11196168
2.5755,0.24,3.0923,353.3674,0.942204062,0.12090704
2.5755,0.25,3.0923,353.1691,0.914376902,0.130133125
2.5755,0.26,3.0923,352.9865,0.887170833,0.139622802
2.5755,0.27,3.0923,352.8179,0.860566583,0.149393669
2.5755,0.28,3.0923,352.662,0.834551252,0.159419632
2.5755,0.29,3.0923,352.5174,0.809115237,0.169717458
2.5755,0.3,3.0923,352.3829,0.784243951,0.180277803
2.5755,0.31,3.0923,352.2576,0.759922261,0.191091323
2.5755,0.32,3.0923,352.1405,0.736144408,0.202165033
2.5755,0.33,3.0923,352.0308,0.712890983,0.213489097
2.5755,0.34,3.0923,351.9278,0.690147687,0.225069695
2.5755,0.35,3.0923,351.8309,0.66791142,0.236904435
2.5755,0.36,3.0923,351.7395,0.64616563,0.248982823
2.5755,0.37,3.0923,351.6529,0.624900459,0.261317563
2.5755,0.38,3.0923,351.5709,0.604102829,0.273905104
2.5755,0.39,3.0923,351.4929,0.583767488,0.286734123
2.5755,0.4,3.0923,351.4186,0.563875275,0.299823071
2.5755,0.41,3.0923,351.3477,0.544432532,0.313152431
2.5755,0.42,3.0923,351.2797,0.525414684,0.326739311
2.5755,0.43,3.0923,351.2145,0.506817602,0.340570968
2.5755,0.44,3.0923,351.1519,0.488641363,0.354662921
2.5755,0.45,3.0923,351.0914,0.470865758,0.369001657
2.5755,0.46,3.0923,351.0331,0.453486723,0.383594344
2.5755,0.47,3.0923,350.9767,0.436498551,0.398440493
2.5755,0.48,3.0923,350.922,0.419900416,0.413539092
2.5755,0.49,3.0923,350.8689,0.403676843,0.428901648
2.5755,0.5,3.0923,350.8172,0.387823744,0.444519141
2.5755,0.51,3.0923,350.7669,0.372335672,0.460401425
2.5755,0.52,3.0923,350.7179,0.357205803,0.476538481
2.5755,0.53,3.0923,350.6701,0.342425907,0.492950817
2.5755,0.54,3.0923,350.6234,0.32800074,0.509620898
2.5755,0.55,3.0923,350.5777,0.313919832,0.526567074
2.5755,0.56,3.0923,350.533,0.300171257,0.543782529
2.5755,0.57,3.0923,350.4893,0.286764151,0.561271559
2.5755,0.58,3.0923,350.4466,0.273684563,0.57903739
2.5755,0.59,3.0923,350.4048,0.260932471,0.597082216
2.5755,0.6,3.0923,350.364,0.248499359,0.61541264
2.5755,0.61,3.0923,350.3241,0.23639141,0.634028612
2.5755,0.62,3.0923,350.2852,0.224598492,0.652939581
2.5755,0.63,3.0923,350.2474,0.213117458,0.672138026
2.5755,0.64,3.0923,350.2106,0.201952601,0.691631032
2.5755,0.65,3.0923,350.1749,0.191091323,0.711429044
2.5755,0.66,3.0923,350.1403,0.180536631,0.731526193
2.5755,0.67,3.0923,350.1071,0.170282713,0.751934822
2.5755,0.68,3.0923,350.0752,0.160340057,0.7726559
2.5755,0.69,3.0923,350.0447,0.150693281,0.793689105
2.5755,0.7,3.0923,350.0158,0.1413433,0.815046178
2.5755,0.71,3.0923,349.9887,0.132290623,0.836727909
2.5755,0.72,3.0923,349.9633,0.123535348,0.858737887
2.5755,0.73,3.0923,349.94,0.115077156,0.881082119
2.5755,0.74,3.0923,349.919,0.106915306,0.903768657
2.5755,0.75,3.0923,349.9003,0.099048638,0.926795365
2.5755,0.76,3.0923,349.8842,0.091466438,0.950170283
2.5755,0.77,3.0923,349.871,0.084184886,0.973902821
2.5755,0.78,3.0923,349.8609,0.077201753,0.99799237
2.5755,0.79,3.0923,349.8543,0.070505061,1.022447331
2.5755,0.8,3.0923,349.8513,0.064110304,1.047273379
2.5755,0.81,3.0923,349.8525,0.058004722,1.072473631
2.5755,0.82,3.0923,349.8581,0.052193889,1.098055467
2.5755,0.83,3.0923,349.8686,0.04667364,1.124023342
2.5755,0.84,3.0923,349.8844,0.041458592,1.150385301
2.5755,0.85,3.0923,349.9061,0.036544057,1.177146166
2.5755,0.86,3.0923,349.9341,0.031924933,1.204313746
2.5755,0.87,3.0923,349.969,0.027615167,1.231889482
2.5755,0.88,3.0923,350.0116,0.023599332,1.259883273
2.5755,0.89,3.0923,350.0625,0.019890859,1.288298328
2.5755,0.9,3.0923,350.1224,0.016493236,1.317145227
2.5755,0.91,3.0923,350.1923,0.013409687,1.346425038
2.5755,0.92,3.0923,350.273,0.010623372,1.376145536
2.5755,0.93,3.0923,350.3657,0.008166563,1.406312651
2.5755,0.94,3.0923,350.4714,0.006021832,1.436932816
2.5755,0.95,3.0923,350.5914,0.004201163,1.468010284
2.5755,0.96,3.0923,350.7272,0.002696362,1.499551615
2.5755,0.97,3.0923,350.8801,0.001518846,1.531560692
2.5755,0.98,3.0923,351.052,0.000679769,1.564042978
2.5755,0.99,3.0923,351.2447,0.000169986,1.597002917
2.5755,1.0,3.0923,351.4603,0.0,1.630441779
3.0923,0.0,2.5755,351.4603,1.630441779,0.0
3.0923,0.01,2.5755,351.2447,1.597002917,0.000169986
3.0923,0.02,2.5755,351.052,1.564042978,0.000679769
3.0923,0.03,2.5755,350.8801,1.531560692,0.001518846
3.0923,0.04,2.5755,350.7272,1.499551615,0.002696362
3.0923,0.05,2.5755,350.5914,1.468010284,0.004201163
3.0923,0.06,2.5755,350.4714,1.436932816,0.006021832
3.0923,0.07,2.5755,350.3657,1.406312651,0.008166563
3.0923,0.08,2.5755,350.273,1.376145536,0.010623372
3.0923,0.09,2.5755,350.1923,1.346425038,0.013409687
3.0923,0.1,2.5755,350.1224,1.317145227,0.016493236
3.0923,0.11,2.5755,350.0625,1.288298328,0.019890859
3.0923,0.12,2.5755,350.0116,1.259883273,0.023599332
3.0923,0.13,2.5755,349.969,1.231889482,0.027615167
3.0923,0.14,2.5755,349.9341,1.204313746,0.031924933
3.0923,0.15,2.5755,349.9061,1.177146166,0.036544057
3.0923,0.16,2.5755,349.8844,1.150385301,0.041458592
3.0923,0.17,2.5755,349.8686,1.124023342,0.04667364
3.0923,0.18,2.5755,349.8581,1.098055467,0.052193889
3.0923,0.19,2.5755,349.8525,1.072473631,0.058004722
3.0923,0.2,2.5755,349.8513,1.047273379,0.064110304
3.0923,0.21,2.5755,349.8543,1.022447331,0.070505061
3.0923,0.22,2.5755,349.8609,0.99799237,0.077201753
3.0923,0.23,2.5755,349.871,0.973902821,0.084184886
3.0923,0.24,2.5755,349.8842,0.950170283,0.091466438
3.0923,0.25,2.5755,349.9003,0.926795365,0.099048638
3.0923,0.26,2.5755,349.919,0.903768657,0.106915306
3.0923,0.27,2.5755,349.94,0.881082119,0.115077156
3.0923,0.28,2.5755,349.9633,0.858737887,0.123535348
3.0923,0.29,2.5755,349.9887,0.836727909,0.132290623
3.0923,0.3,2.5755,350.0158,0.815046178,0.1413433
3.0923,0.31,2.5755,350.0447,0.793689105,0.150693281
3.0923,0.32,2.5755,350.0752,0.7726559,0.160340057
3.0923,0.33,2.5755,350.1071,0.751934822,0.170282713
3.0923,0.34,2.5755,350.1403,0.731526193,0.180536631
3.0923,0.35,2.5755,350.1749,0.711429044,0.191091323
3.0923,0.36,2.5755,350.2106,0.691631032,0.201952601
3.0923,0.37,2.5755,350.2474,0.672138026,0.213117458
3.0923,0.38,2.5755,350.2852,0.652939581,0.224598492
3.0923,0.39,2.5755,350.3241,0.634028612,0.23639141
3.0923,0.4,2.5755,350.364,0.61541264,0.248499359
3.0923,0.41,2.5755,350.4048,0.597082216,0.260932471
3.0923,0.42,2.5755,350.4466,0.57903739,0.273684563
3.0923,0.43,2.5755,350.4893,0.561271559,0.286764151
3.0923,0.44,2.5755,350.533,0.543782529,0.300171257
3.0923,0.45,2.5755,350.5777,0.526567074,0.313919832
3.0923,0.46,2.5755,350.6234,0.509620898,0.32800074
3.0923,0.47,2.5755,350.6701,0.492950817,0.342425907
3.0923,0.48,2.5755,350.7179,0.476538481,0.357205803
3.0923,0.49,2.5755,350.7669,0.460401425,0.372335672
3.0923,0.5,2.5755,350.8172,0.444519141,0.387823744
3.0923,0.51,2.5755,350.8689,0.428901648,0.403676843
3.0923,0.52,2.5755,350.922,0.413539092,0.419900416
3.0923,0.53,2.5755,350.9767,0.398440493,0.436498551
3.0923,0.54,2.5755,351.0331,0.383594344,0.453486723
3.0923,0.55,2.5755,351.0914,0.369001657,0.470865758
3.0923,0.56,2.5755,351.1519,0.354662921,0.488641363
3.0923,0.57,2.5755,351.2145,0.340570968,0.506817602
3.0923,0.58,2.5755,351.2797,0.326739311,0.525414684
3.0923,0.59,2.5755,351.3477,0.313152431,0.544432532
3.0923,0.6,2.5755,351.4186,0.299823071,0.563875275
3.0923,0.61,2.5755,351.4929,0.286734123,0.583767488
3.0923,0.62,2.5755,351.5709,0.273905104,0.604102829
3.0923,0.63,2.5755,351.6529,0.261317563,0.624900459
3.0923,0.64,2.5755,351.7395,0.248982823,0.64616563
3.0923,0.65,2.5755,351.8309,0.236904435,0.66791142
3.0923,0.66,2.5755,351.9278,0.225069695,0.690147687
3.0923,0.67,2.5755,352.0308,0.213489097,0.712890983
3.0923,0.68,2.5755,352.1405,0.202165033,0.736144408
3.0923,0.69,2.5755,352.2576,0.191091323,0.759922261
3.0923,0.7,2.5755,352.3829,0.180277803,0.784243951
3.0923,0.71,2.5755,352.5174,0.169717458,0.809115237
3.0923,0.72,2.5755,352.662,0.159419632,0.834551252
3.0923,0.73,2.5755,352.8179,0.149393669,0.860566583
3.0923,0.74,2.5755,352.9865,0.139622802,0.887170833
3.0923,0.75,2.5755,353.1691,0.130133125,0.914376902
3.0923,0.76,2.5755,353.3674,0.12090704,0.942204062
3.0923,0.77,2.5755,353.5834,0.11196168,0.970661486
3.0923,0.78,2.5755,353.8192,0.103296387,0.999760177
3.0923,0.79,2.5755,354.0773,0.094919194,1.029512269
3.0923,0.8,2.5755,354.3605,0.08682886,1.059926899
3.0923,0.81,2.5755,354.6723,0.079042207,1.09101685
3.0923,0.82,2.5755,355.0164,0.07155758,1.122781187
3.0923,0.83,2.5755,355.3974,0.064382259,1.155232039
3.0923,0.84,2.5755,355.8206,0.057532788,1.188364628
3.0923,0.85,2.5755,356.2922,0.051006753,1.222171204
3.0923,0.86,2.5755,356.8197,0.044810829,1.256643999
3.0923,0.87,2.5755,357.4121,0.038970682,1.291758382
3.0923,0.88,2.5755,358.0801,0.033483131,1.327480755
3.0923,0.89,2.5755,358.8368,0.028363914,1.36376497
3.0923,0.9,2.5755,359.6986,0.023618866,1.400542374
3.0923,0.91,2.5755,360.6854,0.019263266,1.437716772
3.0923,0.92,2.5755,361.8226,0.015322016,1.475154237
3.0923,0.93,2.5755,363.1426,0.011800104,1.512680286
3.0923,0.94,2.5755,364.6872,0.008711941,1.550044532
3.0923,0.95,2.5755,366.5118,0.006071531,1.586910055
3.0923,0.96,2.5755,368.6909,0.003892415,1.622814052
3.0923,0.97,2.5755,371.3275,0.002187605,1.657101728
3.0923,0.98,2.5755,374.568,0.00096953,1.688855194
3.0923,0.99,2.5755,378.626,0.000239971,1.716752118
3.0923,1.0,2.5755,383.829,0.0,1.73885435
3.9243,0.0,3.0923,383.829,1.401256863,0.0
3.9243,0.01,3.0923,383.099,1.360242951,0.000219976
3.9243,0.02,3.0923,382.465,1.319988947,0.000879613
3.9243,0.03,3.0923,381.913,1.280572669,0.001948101
3.9243,0.04,3.0923,381.431,1.242039968,0.003414165
3.9243,0.05,3.0923,381.007,1.204418705,0.00526611
3.9243,0.06,3.0923,380.634,1.167727819,0.007491866
3.9243,0.07,3.0923,380.304,1.131972916,0.010059236
3.9243,0.08,3.0923,380.012,1.097144545,0.012975454
3.9243,0.09,3.0923,379.754,1.063237238,0.016207939
3.9243,0.1,3.0923,379.523,1.030240653,0.019763411
3.9243,0.11,3.0923,379.319,0.998132436,0.023609099
3.9243,0.12,3.0923,379.136,0.96689639,0.027751345
3.9243,0.13,3.0923,378.973,0.936508959,0.032167048
3.9243,0.14,3.0923,378.827,0.906955292,0.036852527
3.9243,0.15,3.0923,378.697,0.878206653,0.041803912
3.9243,0.16,3.0923,378.581,0.850249215,0.046998083
3.9243,0.17,3.0923,378.477,0.823052005,0.052431147
3.9243,0.18,3.0923,378.385,0.796596872,0.058099082
3.9243,0.19,3.0923,378.303,0.770862567,0.06399775
3.9243,0.2,3.0923,378.229,0.745829759,0.070113577
3.9243,0.21,3.0923,378.164,0.721472212,0.076433124
3.9243,0.22,3.0923,378.107,0.697776449,0.082970725
3.9243,0.23,3.0923,378.057,0.674723502,0.089694441
3.9243,0.24,3.0923,378.013,0.652288727,0.096627494
3.9243,0.25,3.0923,377.975,0.630457616,0.1037382
3.9243,0.26,3.0923,377.942,0.609216508,0.111040355
3.9243,0.27,3.0923,377.915,0.588536384,0.118511659
3.9243,0.28,3.0923,377.892,0.568416944,0.126165582
3.9243,0.29,3.0923,377.874,0.548832139,0.133988788
3.9243,0.3,3.0923,377.86,0.529769059,0.141976879
3.9243,0.31,3.0923,377.85,0.511217547,0.150125447
3.9243,0.32,3.0923,377.844,0.493158475,0.158438616
3.9243,0.33,3.0923,377.842,0.475581792,0.166903304
3.9243,0.34,3.0923,377.843,0.458468606,0.175523502
3.9243,0.35,3.0923,377.847,0.441816324,0.184286292
3.9243,0.36,3.0923,377.856,0.425607547,0.193203797
3.9243,0.37,3.0923,377.867,0.409835544,0.202254895
3.9243,0.38,3.0923,377.882,0.394478307,0.211451464
